scope,query,entity,model,n,ordered_comparisons,correct_fraction,tie_fraction,auc,ap
COMMON_378,target_id,CHEMBL205,nesso,7,12,0.8333333333333334,0.0,0.8333333333333334,0.9166666666666666
COMMON_378,target_id,CHEMBL205,probematch,7,12,0.75,0.0,0.75,0.8928571428571428
COMMON_378,target_id,CHEMBL205,dtbind,7,12,0.5833333333333334,0.0,0.5833333333333334,0.7470238095238095
COMMON_378,target_id,CHEMBL205,nesso_pic50,7,12,0.75,0.0,0.75,0.8928571428571428
COMMON_378,target_id,CHEMBL220,biomaster,3,2,0.5,0.0,0.5,0.8333333333333333
COMMON_378,target_id,CHEMBL220,drugclip,3,2,0.0,0.0,0.0,0.5833333333333333
COMMON_378,target_id,CHEMBL220,dtiam,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL220,conplex,3,2,0.5,0.0,0.5,0.8333333333333333
COMMON_378,target_id,CHEMBL220,nesso,3,2,0.5,0.0,0.5,0.8333333333333333
COMMON_378,target_id,CHEMBL220,probematch,3,2,0.0,0.0,0.0,0.5833333333333333
COMMON_378,target_id,CHEMBL220,dtbind,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL220,nesso_pic50,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL222,biomaster,6,9,0.8888888888888888,0.0,0.8888888888888888,0.9166666666666665
COMMON_378,target_id,CHEMBL222,drugclip,6,9,0.7777777777777778,0.0,0.7777777777777778,0.8666666666666667
COMMON_378,target_id,CHEMBL222,dtiam,6,9,0.8888888888888888,0.0,0.8888888888888888,0.9166666666666665
COMMON_378,target_id,CHEMBL222,conplex,6,9,0.6666666666666666,0.0,0.6666666666666666,0.6388888888888888
COMMON_378,target_id,CHEMBL222,nesso,6,9,0.7777777777777778,0.0,0.7777777777777778,0.8055555555555556
COMMON_378,target_id,CHEMBL222,probematch,6,9,0.4444444444444444,0.0,0.4444444444444444,0.6666666666666667
COMMON_378,target_id,CHEMBL222,dtbind,6,9,0.8888888888888888,0.0,0.8888888888888888,0.9166666666666665
COMMON_378,target_id,CHEMBL222,nesso_pic50,6,9,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL228,biomaster,4,4,0.0,0.0,0.0,0.41666666666666663
COMMON_378,target_id,CHEMBL228,drugclip,4,4,0.75,0.0,0.75,0.8333333333333333
COMMON_378,target_id,CHEMBL228,dtiam,4,4,0.75,0.0,0.75,0.8333333333333333
COMMON_378,target_id,CHEMBL228,conplex,4,4,0.75,0.0,0.75,0.8333333333333333
COMMON_378,target_id,CHEMBL228,nesso,4,4,0.5,0.0,0.5,0.5833333333333333
COMMON_378,target_id,CHEMBL228,probematch,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL228,dtbind,4,4,0.25,0.0,0.25,0.5
COMMON_378,target_id,CHEMBL228,nesso_pic50,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL230,biomaster,6,9,0.7777777777777778,0.0,0.7777777777777778,0.8055555555555556
COMMON_378,target_id,CHEMBL230,drugclip,6,9,0.7777777777777778,0.0,0.7777777777777778,0.8055555555555556
COMMON_378,target_id,CHEMBL230,dtiam,6,9,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL230,conplex,6,9,0.3333333333333333,0.1111111111111111,0.38888888888888884,0.5
COMMON_378,target_id,CHEMBL230,nesso,6,9,0.6666666666666666,0.0,0.6666666666666666,0.7555555555555555
COMMON_378,target_id,CHEMBL230,probematch,6,9,0.8888888888888888,0.0,0.8888888888888888,0.9166666666666665
COMMON_378,target_id,CHEMBL230,dtbind,6,9,0.7777777777777778,0.0,0.7777777777777778,0.8666666666666667
COMMON_378,target_id,CHEMBL230,nesso_pic50,6,9,0.8888888888888888,0.0,0.8888888888888888,0.9166666666666665
COMMON_378,target_id,CHEMBL2326,biomaster,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2326,drugclip,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2326,dtiam,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2326,conplex,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2326,nesso,2,1,0.0,0.0,0.0,0.5
COMMON_378,target_id,CHEMBL2326,probematch,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2326,dtbind,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2326,nesso_pic50,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL238,biomaster,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL238,drugclip,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL238,dtiam,4,3,0.0,0.0,0.0,0.25
COMMON_378,target_id,CHEMBL238,conplex,4,3,0.0,0.0,0.0,0.25
COMMON_378,target_id,CHEMBL238,nesso,4,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
COMMON_378,target_id,CHEMBL238,probematch,4,3,0.0,0.0,0.0,0.25
COMMON_378,target_id,CHEMBL238,dtbind,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL238,nesso_pic50,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2527,biomaster,13,22,0.7727272727272727,0.0,0.7727272727272727,0.41666666666666663
COMMON_378,target_id,CHEMBL2527,drugclip,13,22,0.2727272727272727,0.0,0.2727272727272727,0.1534090909090909
COMMON_378,target_id,CHEMBL2527,dtiam,13,22,0.6818181818181818,0.0,0.6818181818181818,0.30952380952380953
COMMON_378,target_id,CHEMBL2527,conplex,13,22,0.0,1.0,0.5,0.15384615384615385
COMMON_378,target_id,CHEMBL2527,nesso,13,22,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2527,probematch,13,22,0.7727272727272727,0.0,0.7727272727272727,0.3666666666666667
COMMON_378,target_id,CHEMBL2527,dtbind,13,22,0.13636363636363635,0.0,0.13636363636363635,0.13333333333333333
COMMON_378,target_id,CHEMBL2527,nesso_pic50,13,22,0.6818181818181818,0.0,0.6818181818181818,0.6111111111111112
COMMON_378,target_id,CHEMBL2534,biomaster,13,12,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2534,drugclip,13,12,0.5833333333333334,0.0,0.5833333333333334,0.16666666666666666
COMMON_378,target_id,CHEMBL2534,dtiam,13,12,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2534,conplex,13,12,0.0,1.0,0.5,0.07692307692307693
COMMON_378,target_id,CHEMBL2534,nesso,13,12,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2534,probematch,13,12,0.16666666666666666,0.0,0.16666666666666666,0.09090909090909091
COMMON_378,target_id,CHEMBL2534,dtbind,13,12,0.5,0.0,0.5,0.14285714285714285
COMMON_378,target_id,CHEMBL2534,nesso_pic50,13,12,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL267,biomaster,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL267,drugclip,2,1,0.0,0.0,0.0,0.5
COMMON_378,target_id,CHEMBL267,dtiam,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL267,conplex,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL267,nesso,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL267,probematch,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL267,dtbind,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL267,nesso_pic50,2,1,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2742,biomaster,8,15,0.6,0.0,0.6,0.5
COMMON_378,target_id,CHEMBL2742,drugclip,8,15,0.6666666666666666,0.0,0.6666666666666666,0.7916666666666666
COMMON_378,target_id,CHEMBL2742,dtiam,8,15,0.6666666666666666,0.0,0.6666666666666666,0.5333333333333333
COMMON_378,target_id,CHEMBL2742,conplex,8,15,0.0,0.4,0.2,0.375
COMMON_378,target_id,CHEMBL2742,nesso,8,15,0.6666666666666666,0.0,0.6666666666666666,0.5555555555555556
COMMON_378,target_id,CHEMBL2742,probematch,8,15,0.2,0.0,0.2,0.33134920634920634
COMMON_378,target_id,CHEMBL2742,dtbind,8,15,0.3333333333333333,0.0,0.3333333333333333,0.4027777777777778
COMMON_378,target_id,CHEMBL2742,nesso_pic50,8,15,0.7333333333333333,0.0,0.7333333333333333,0.7
COMMON_378,target_id,CHEMBL279,biomaster,7,10,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL279,drugclip,7,10,0.8,0.0,0.8,0.5833333333333333
COMMON_378,target_id,CHEMBL279,dtiam,7,10,0.7,0.0,0.7,0.5
COMMON_378,target_id,CHEMBL279,conplex,7,10,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL279,nesso,7,10,0.9,0.0,0.9,0.8333333333333333
COMMON_378,target_id,CHEMBL279,probematch,7,10,0.2,0.0,0.2,0.26666666666666666
COMMON_378,target_id,CHEMBL279,dtbind,7,10,0.1,0.0,0.1,0.24285714285714285
COMMON_378,target_id,CHEMBL279,nesso_pic50,7,10,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2815,biomaster,3,2,0.0,0.0,0.0,0.3333333333333333
COMMON_378,target_id,CHEMBL2815,drugclip,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2815,dtiam,3,2,0.5,0.0,0.5,0.5
COMMON_378,target_id,CHEMBL2815,conplex,3,2,0.0,1.0,0.5,0.3333333333333333
COMMON_378,target_id,CHEMBL2815,nesso,3,2,0.0,0.0,0.0,0.3333333333333333
COMMON_378,target_id,CHEMBL2815,probematch,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2815,dtbind,3,2,0.0,0.0,0.0,0.3333333333333333
COMMON_378,target_id,CHEMBL2815,nesso_pic50,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2872,biomaster,10,9,0.8888888888888888,0.0,0.8888888888888888,0.5
COMMON_378,target_id,CHEMBL2872,drugclip,10,9,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2872,dtiam,10,9,0.8888888888888888,0.0,0.8888888888888888,0.5
COMMON_378,target_id,CHEMBL2872,conplex,10,9,0.0,0.5555555555555556,0.2777777777777778,0.1
COMMON_378,target_id,CHEMBL2872,nesso,10,9,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2872,probematch,10,9,0.6666666666666666,0.0,0.6666666666666666,0.25
COMMON_378,target_id,CHEMBL2872,dtbind,10,9,0.0,0.0,0.0,0.1
COMMON_378,target_id,CHEMBL2872,nesso_pic50,10,9,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2959,biomaster,11,18,0.8333333333333334,0.0,0.8333333333333334,0.5
COMMON_378,target_id,CHEMBL2959,drugclip,11,18,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2959,dtiam,11,18,0.7777777777777778,0.0,0.7777777777777778,0.41666666666666663
COMMON_378,target_id,CHEMBL2959,conplex,11,18,0.0,0.5555555555555556,0.2777777777777778,0.18181818181818182
COMMON_378,target_id,CHEMBL2959,nesso,11,18,0.8888888888888888,0.0,0.8888888888888888,0.5833333333333333
COMMON_378,target_id,CHEMBL2959,probematch,11,18,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333
COMMON_378,target_id,CHEMBL2959,dtbind,11,18,0.5,0.0,0.5,0.2777777777777778
COMMON_378,target_id,CHEMBL2959,nesso_pic50,11,18,0.8333333333333334,0.0,0.8333333333333334,0.5
COMMON_378,target_id,CHEMBL2971,biomaster,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2971,drugclip,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2971,dtiam,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2971,conplex,4,3,0.0,0.0,0.0,0.25
COMMON_378,target_id,CHEMBL2971,nesso,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2971,probematch,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL2971,dtbind,4,3,0.6666666666666666,0.0,0.6666666666666666,0.5
COMMON_378,target_id,CHEMBL2971,nesso_pic50,4,3,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3009,biomaster,10,24,0.7916666666666666,0.0,0.7916666666666666,0.8125
COMMON_378,target_id,CHEMBL3009,drugclip,10,24,0.20833333333333334,0.0,0.20833333333333334,0.37083333333333335
COMMON_378,target_id,CHEMBL3009,dtiam,10,24,0.9166666666666666,0.0,0.9166666666666666,0.8875
COMMON_378,target_id,CHEMBL3009,conplex,10,24,0.6666666666666666,0.0,0.6666666666666666,0.6777777777777778
COMMON_378,target_id,CHEMBL3009,nesso,10,24,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3009,probematch,10,24,0.5833333333333334,0.0,0.5833333333333334,0.4928571428571429
COMMON_378,target_id,CHEMBL3009,dtbind,10,24,0.5416666666666666,0.0,0.5416666666666666,0.5166666666666666
COMMON_378,target_id,CHEMBL3009,nesso_pic50,10,24,0.9583333333333334,0.0,0.9583333333333334,0.95
COMMON_378,target_id,CHEMBL3242,biomaster,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3242,drugclip,4,4,0.75,0.0,0.75,0.8333333333333333
COMMON_378,target_id,CHEMBL3242,dtiam,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3242,conplex,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3242,nesso,4,4,0.75,0.0,0.75,0.8333333333333333
COMMON_378,target_id,CHEMBL3242,probematch,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3242,dtbind,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3242,nesso_pic50,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3629,biomaster,13,22,0.6818181818181818,0.0,0.6818181818181818,0.375
COMMON_378,target_id,CHEMBL3629,drugclip,13,22,0.36363636363636365,0.0,0.36363636363636365,0.17142857142857143
COMMON_378,target_id,CHEMBL3629,dtiam,13,22,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3629,conplex,13,22,0.0,0.7272727272727273,0.36363636363636365,0.15384615384615385
COMMON_378,target_id,CHEMBL3629,nesso,13,22,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3629,probematch,13,22,0.5,0.0,0.5,0.3333333333333333
COMMON_378,target_id,CHEMBL3629,dtbind,13,22,0.13636363636363635,0.0,0.13636363636363635,0.13247863247863248
COMMON_378,target_id,CHEMBL3629,nesso_pic50,13,22,0.8636363636363636,0.0,0.8636363636363636,0.7
COMMON_378,target_id,CHEMBL3729,biomaster,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3729,drugclip,4,4,0.5,0.0,0.5,0.75
COMMON_378,target_id,CHEMBL3729,dtiam,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3729,conplex,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3729,nesso,4,4,0.75,0.0,0.75,0.8333333333333333
COMMON_378,target_id,CHEMBL3729,probematch,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3729,dtbind,4,4,0.75,0.0,0.75,0.8333333333333333
COMMON_378,target_id,CHEMBL3729,nesso_pic50,4,4,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3973,biomaster,11,10,0.9,0.0,0.9,0.5
COMMON_378,target_id,CHEMBL3973,drugclip,11,10,0.5,0.0,0.5,0.16666666666666666
COMMON_378,target_id,CHEMBL3973,dtiam,11,10,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3973,conplex,11,10,0.0,1.0,0.5,0.09090909090909091
COMMON_378,target_id,CHEMBL3973,nesso,11,10,0.9,0.0,0.9,0.5
COMMON_378,target_id,CHEMBL3973,probematch,11,10,0.2,0.0,0.2,0.1111111111111111
COMMON_378,target_id,CHEMBL3973,dtbind,11,10,0.0,0.0,0.0,0.09090909090909091
COMMON_378,target_id,CHEMBL3973,nesso_pic50,11,10,0.9,0.0,0.9,0.5
COMMON_378,target_id,CHEMBL3983,biomaster,3,2,0.5,0.0,0.5,0.5
COMMON_378,target_id,CHEMBL3983,drugclip,3,2,0.5,0.0,0.5,0.5
COMMON_378,target_id,CHEMBL3983,dtiam,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3983,conplex,3,2,0.0,1.0,0.5,0.3333333333333333
COMMON_378,target_id,CHEMBL3983,nesso,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL3983,probematch,3,2,0.0,0.0,0.0,0.3333333333333333
COMMON_378,target_id,CHEMBL3983,dtbind,3,2,0.0,0.0,0.0,0.3333333333333333
COMMON_378,target_id,CHEMBL3983,nesso_pic50,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL4128,biomaster,6,9,0.3333333333333333,0.0,0.3333333333333333,0.4777777777777778
COMMON_378,target_id,CHEMBL4128,drugclip,6,9,0.6666666666666666,0.0,0.6666666666666666,0.8333333333333333
COMMON_378,target_id,CHEMBL4128,dtiam,6,9,0.8888888888888888,0.0,0.8888888888888888,0.9166666666666665
COMMON_378,target_id,CHEMBL4128,conplex,6,9,0.4444444444444444,0.1111111111111111,0.5,0.6666666666666667
COMMON_378,target_id,CHEMBL4128,nesso,6,9,0.2222222222222222,0.0,0.2222222222222222,0.4444444444444445
COMMON_378,target_id,CHEMBL4128,probematch,6,9,0.4444444444444444,0.0,0.4444444444444444,0.5333333333333333
COMMON_378,target_id,CHEMBL4128,dtbind,6,9,0.2222222222222222,0.0,0.2222222222222222,0.4666666666666667
COMMON_378,target_id,CHEMBL4128,nesso_pic50,6,9,0.4444444444444444,0.0,0.4444444444444444,0.6666666666666667
COMMON_378,target_id,CHEMBL4142,biomaster,6,8,0.75,0.0,0.75,0.75
COMMON_378,target_id,CHEMBL4142,drugclip,6,8,0.5,0.0,0.5,0.41666666666666663
COMMON_378,target_id,CHEMBL4142,dtiam,6,8,0.75,0.0,0.75,0.5833333333333333
COMMON_378,target_id,CHEMBL4142,conplex,6,8,0.0,0.5,0.25,0.3333333333333333
COMMON_378,target_id,CHEMBL4142,nesso,6,8,0.625,0.0,0.625,0.7
COMMON_378,target_id,CHEMBL4142,probematch,6,8,0.25,0.0,0.25,0.325
COMMON_378,target_id,CHEMBL4142,dtbind,6,8,0.5,0.0,0.5,0.41666666666666663
COMMON_378,target_id,CHEMBL4142,nesso_pic50,6,8,0.875,0.0,0.875,0.8333333333333333
COMMON_378,target_id,CHEMBL4179,biomaster,3,2,0.0,0.0,0.0,0.5833333333333333
COMMON_378,target_id,CHEMBL4179,drugclip,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL4179,dtiam,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL4179,conplex,3,2,0.0,1.0,0.5,0.6666666666666666
COMMON_378,target_id,CHEMBL4179,nesso,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL4179,probematch,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL4179,dtbind,3,2,0.0,0.0,0.0,0.5833333333333333
COMMON_378,target_id,CHEMBL4179,nesso_pic50,3,2,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL4247,biomaster,11,28,0.8571428571428571,0.0,0.8571428571428571,0.8303571428571428
COMMON_378,target_id,CHEMBL4247,drugclip,11,28,0.9642857142857143,0.0,0.9642857142857143,0.95
COMMON_378,target_id,CHEMBL4247,dtiam,11,28,0.9285714285714286,0.0,0.9285714285714286,0.9166666666666666
COMMON_378,target_id,CHEMBL4247,conplex,11,28,0.42857142857142855,0.21428571428571427,0.5357142857142857,0.4734848484848485
COMMON_378,target_id,CHEMBL4247,nesso,11,28,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL4247,probematch,11,28,0.39285714285714285,0.0,0.39285714285714285,0.36041666666666666
COMMON_378,target_id,CHEMBL4247,dtbind,11,28,0.6071428571428571,0.0,0.6071428571428571,0.5861111111111111
COMMON_378,target_id,CHEMBL4247,nesso_pic50,11,28,0.9642857142857143,0.0,0.9642857142857143,0.95
COMMON_378,target_id,CHEMBL5331,biomaster,6,8,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL5331,drugclip,6,8,0.625,0.0,0.625,0.5
COMMON_378,target_id,CHEMBL5331,dtiam,6,8,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL5331,conplex,6,8,0.875,0.0,0.875,0.8333333333333333
COMMON_378,target_id,CHEMBL5331,nesso,6,8,1.0,0.0,1.0,1.0
COMMON_378,target_id,CHEMBL5331,probematch,6,8,0.5,0.0,0.5,0.41666666666666663
COMMON_378,target_id,CHEMBL5331,dtbind,6,8,0.375,0.0,0.375,0.41666666666666663
COMMON_378,target_id,CHEMBL5331,nesso_pic50,6,8,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,biomaster,4,3,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,drugclip,4,3,0.0,0.0,0.0,0.25
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,dtiam,4,3,0.6666666666666666,0.0,0.6666666666666666,0.5
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,conplex,4,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,nesso,4,3,0.6666666666666666,0.0,0.6666666666666666,0.5
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,probematch,4,3,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,dtbind,4,3,0.6666666666666666,0.0,0.6666666666666666,0.5
AB_UNSEEN_141,drug_id,DBABZHXKTCFAPX-UHFFFAOYSA-N,nesso_pic50,4,3,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,biomaster,22,40,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,drugclip,22,40,0.55,0.0,0.55,0.55
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,dtiam,22,40,0.8,0.0,0.8,0.3611111111111111
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,conplex,22,40,0.5,0.275,0.6375,0.5454545454545454
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,nesso,22,40,0.5,0.0,0.5,0.5454545454545454
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,probematch,22,40,0.425,0.0,0.425,0.14761904761904762
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,dtbind,22,40,0.525,0.0,0.525,0.18055555555555555
AB_UNSEEN_141,drug_id,KTUFNOKKBVMGRW-UHFFFAOYSA-N,nesso_pic50,22,40,0.5,0.0,0.5,0.5454545454545454
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,biomaster,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,drugclip,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,dtiam,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,conplex,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,nesso,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,probematch,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,dtbind,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,PHLBKPHSAVXXEF-UHFFFAOYSA-N,nesso_pic50,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,biomaster,23,120,0.7,0.0,0.7,0.5497790404040404
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,drugclip,23,120,0.44166666666666665,0.0,0.44166666666666665,0.3537218092365151
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,dtiam,23,120,0.675,0.0,0.675,0.6079342532467532
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,conplex,23,120,0.7,0.16666666666666666,0.7833333333333333,0.7484148550724637
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,nesso,23,120,0.9666666666666667,0.0,0.9666666666666667,0.9472222222222222
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,probematch,23,120,0.5583333333333333,0.0,0.5583333333333333,0.47697749554367197
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,dtbind,23,120,0.6,0.0,0.6,0.5082886241174285
AB_UNSEEN_141,drug_id,UBPYILGKFZZVDX-UHFFFAOYSA-N,nesso_pic50,23,120,0.925,0.0,0.925,0.9338235294117647
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,biomaster,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,drugclip,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,dtiam,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,conplex,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,nesso,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,probematch,2,1,0.0,0.0,0.0,0.5
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,dtbind,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,VYFYYTLLBUKUHU-UHFFFAOYSA-N,nesso_pic50,2,1,1.0,0.0,1.0,1.0
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,biomaster,20,36,0.6111111111111112,0.0,0.6111111111111112,0.5625
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,drugclip,20,36,0.4722222222222222,0.0,0.4722222222222222,0.13247863247863248
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,dtiam,20,36,0.5833333333333334,0.0,0.5833333333333334,0.5588235294117647
AB_UNSEEN_141,drug_id,XGALLCVXEZPNRQ-UHFFFAOYSA-N,conplex,20,36,0.5,0.19444444444444445,0.5972222222222222,0.55
